"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Type","Resistance","Tolerance","Voltage Rating","Power(Watts)","Temperature Coefficient"
"C273754","RC0603FR-07309KL","YAGEO","700","100","100","https://www.lcsc.com/product-detail/C273754.html","0603","Tape & Reel (TR)","Thick Film Resistor","309kΩ","±1%","75V","100mW","±100ppm/℃"
"C245898","RC0603FR-0710R7L","YAGEO","700","100","100","https://www.lcsc.com/product-detail/C245898.html","0603","Tape & Reel (TR)","Thick Film Resistor","10.7Ω","±1%","75V","100mW","±100ppm/℃"
"C185334","RC0603FR-073K09L","YAGEO","700","100","100","https://www.lcsc.com/product-detail/C185334.html","0603","Tape & Reel (TR)","Thick Film Resistor","3.09kΩ","±1%","75V","100mW","±100ppm/℃"
"C138019","RC0402FR-072K21L","YAGEO","700","100","100","https://www.lcsc.com/product-detail/C138019.html","0402","Tape & Reel (TR)","Thick Film Resistor","2.21kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C482913","RC0603FR-077M87L","YAGEO","600","100","100","https://www.lcsc.com/product-detail/C482913.html","0603","Tape & Reel (TR)","Thick Film Resistor","7.87MΩ","±1%","75V","100mW","±100ppm/℃"
"C482911","RC0603FR-077M68L","YAGEO","600","100","100","https://www.lcsc.com/product-detail/C482911.html","0603","Tape & Reel (TR)","Thick Film Resistor","7.68MΩ","±1%","75V","100mW","±100ppm/℃"
"C482843","RC0603FR-073M92L","YAGEO","600","100","100","https://www.lcsc.com/product-detail/C482843.html","0603","Tape & Reel (TR)","Thick Film Resistor","3.92MΩ","±1%","75V","100mW","±100ppm/℃"
"C477788","RC0402FR-077M68L","YAGEO","600","100","100","https://www.lcsc.com/product-detail/C477788.html","0402","Tape & Reel (TR)","Thick Film Resistor","7.68MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477624","RC0402FR-0717R4L","YAGEO","600","100","100","https://www.lcsc.com/product-detail/C477624.html","0402","Tape & Reel (TR)","Thick Film Resistor","17.4Ω","±1%","50V","62.5mW","±100ppm/℃"
"C477196","RC0402FR-071M21L","YAGEO","600","100","100","https://www.lcsc.com/product-detail/C477196.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.21MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273888","RC0805FR-07162KL","YAGEO","600","100","100","https://www.lcsc.com/product-detail/C273888.html","0805","Tape & Reel (TR)","Thick Film Resistor","162kΩ","±1%","150V","125mW","±100ppm/℃"
"C245976","RC0603FR-07536RL","YAGEO","600","100","100","https://www.lcsc.com/product-detail/C245976.html","0603","Tape & Reel (TR)","Thick Film Resistor","536Ω","±1%","75V","100mW","±100ppm/℃"
"C185430","RC0402FR-072K74L","YAGEO","600","100","100","https://www.lcsc.com/product-detail/C185430.html","0402","Tape & Reel (TR)","Thick Film Resistor","2.74kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137683","RC0603FR-07787RL","YAGEO","600","100","100","https://www.lcsc.com/product-detail/C137683.html","0603","Tape & Reel (TR)","Thick Film Resistor","787Ω","±1%","75V","100mW","±100ppm/℃"
"C137543","RC0805FR-07340KL","YAGEO","600","100","100","https://www.lcsc.com/product-detail/C137543.html","0805","Tape & Reel (TR)","Thick Film Resistor","340kΩ","±1%","150V","125mW","±100ppm/℃"
"C483171","RC0805FR-075M36L","YAGEO","500","100","100","https://www.lcsc.com/product-detail/C483171.html","0805","Tape & Reel (TR)","Thick Film Resistor","5.36MΩ","±1%","150V","125mW","±100ppm/℃"
"C483164","RC0805FR-07464RL","YAGEO","500","100","100","https://www.lcsc.com/product-detail/C483164.html","0805","Tape & Reel (TR)","Thick Film Resistor","464Ω","±1%","150V","125mW","±100ppm/℃"
"C483125","RC0805FR-0735K7L","YAGEO","500","100","100","https://www.lcsc.com/product-detail/C483125.html","0805","Tape & Reel (TR)","Thick Film Resistor","35.7kΩ","±1%","150V","125mW","±100ppm/℃"
"C483123","RC0805FR-0734K8L","YAGEO","500","100","100","https://www.lcsc.com/product-detail/C483123.html","0805","Tape & Reel (TR)","Thick Film Resistor","34.8kΩ","±1%","150V","125mW","±100ppm/℃"
"C295877","RC0402FR-0718K7L","YAGEO","500","100","100","https://www.lcsc.com/product-detail/C295877.html","0402","Tape & Reel (TR)","Thick Film Resistor","18.7kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C274004","RC0805FR-07845KL","YAGEO","500","100","100","https://www.lcsc.com/product-detail/C274004.html","0805","Tape & Reel (TR)","Thick Film Resistor","845kΩ","±1%","150V","125mW","±100ppm/℃"
"C245908","RC0603FR-0712R7L","YAGEO","500","100","100","https://www.lcsc.com/product-detail/C245908.html","0603","Tape & Reel (TR)","Thick Film Resistor","12.7Ω","±1%","75V","100mW","±100ppm/℃"
"C185368","RC0603FR-07162RL","YAGEO","500","100","100","https://www.lcsc.com/product-detail/C185368.html","0603","Tape & Reel (TR)","Thick Film Resistor","162Ω","±1%","75V","100mW","±100ppm/℃"
"C137784","RC0603FR-0718K2L","YAGEO","500","100","100","https://www.lcsc.com/product-detail/C137784.html","0603","Tape & Reel (TR)","Thick Film Resistor","18.2kΩ","±1%","75V","100mW","±100ppm/℃"
"C483108","RC0805FR-073K83L","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C483108.html","0805","Tape & Reel (TR)","Thick Film Resistor","3.83kΩ","±1%","150V","125mW","±100ppm/℃"
"C483064","RC0805FR-07205RL","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C483064.html","0805","Tape & Reel (TR)","Thick Film Resistor","205Ω","±1%","150V","125mW","±100ppm/℃"
"C483019","RC0805FR-07169RL","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C483019.html","0805","Tape & Reel (TR)","Thick Film Resistor","169Ω","±1%","150V","125mW","±100ppm/℃"
"C477810","RC0402FR-07887RL","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C477810.html","0402","Tape & Reel (TR)","Thick Film Resistor","887Ω","±1%","50V","62.5mW","±100ppm/℃"
"C477628","RC0402FR-0719R1L","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C477628.html","0402","Tape & Reel (TR)","Thick Film Resistor","19.1Ω","±1%","50V","62.5mW","±100ppm/℃"
"C477213","RC0402FR-071M4L","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C477213.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.4MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C276310","RC0805FR-07576KL","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C276310.html","0805","Tape & Reel (TR)","Thick Film Resistor","576kΩ","±1%","150V","125mW","±100ppm/℃"
"C273927","RC0805FR-07487RL","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C273927.html","0805","Tape & Reel (TR)","Thick Film Resistor","487Ω","±1%","150V","125mW","±100ppm/℃"
"C273879","RC0805FR-079K76L","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C273879.html","0805","Tape & Reel (TR)","Thick Film Resistor","9.76kΩ","±1%","150V","125mW","±100ppm/℃"
"C273794","RC0603FR-07261KL","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C273794.html","0603","Tape & Reel (TR)","Thick Film Resistor","261kΩ","±1%","75V","100mW","±100ppm/℃"
"C185375","RC0603FR-0711K8L","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C185375.html","0603","Tape & Reel (TR)","Thick Film Resistor","11.8kΩ","±1%","75V","100mW","±100ppm/℃"
"C138039","RC0402FR-071K54L","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C138039.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.54kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137692","RC0603FR-0764K9L","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C137692.html","0603","Tape & Reel (TR)","Thick Film Resistor","64.9kΩ","±1%","75V","100mW","±100ppm/℃"
"C137681","RC0603FR-077K32L","YAGEO","400","100","100","https://www.lcsc.com/product-detail/C137681.html","0603","Tape & Reel (TR)","Thick Film Resistor","7.32kΩ","±1%","75V","100mW","±100ppm/℃"
"C483073","RC0805FR-0724R3L","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C483073.html","0805","Tape & Reel (TR)","Thick Film Resistor","24.3Ω","±1%","150V","125mW","±100ppm/℃"
"C483007","RC0805FR-0713R3L","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C483007.html","0805","Tape & Reel (TR)","Thick Film Resistor","13.3Ω","±1%","150V","125mW","±100ppm/℃"
"C477219","RC0402FR-071M62L","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C477219.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.62MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C276312","RC0805FR-075K62L","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C276312.html","0805","Tape & Reel (TR)","Thick Film Resistor","5.62kΩ","±1%","150V","125mW","±100ppm/℃"
"C273924","RC0805FR-07365RL","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C273924.html","0805","Tape & Reel (TR)","Thick Film Resistor","365Ω","±1%","150V","125mW","±100ppm/℃"
"C273891","RC0805FR-07768RL","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C273891.html","0805","Tape & Reel (TR)","Thick Film Resistor","768Ω","±1%","150V","125mW","±100ppm/℃"
"C273859","RC0805FR-071K96L","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C273859.html","0805","Tape & Reel (TR)","Thick Film Resistor","1.96kΩ","±1%","150V","125mW","±100ppm/℃"
"C273744","RC0603FR-07243RL","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C273744.html","0603","Tape & Reel (TR)","Thick Film Resistor","243Ω","±1%","75V","100mW","±100ppm/℃"
"C246016","RC0603FR-07931KL","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C246016.html","0603","Tape & Reel (TR)","Thick Film Resistor","931kΩ","±1%","75V","100mW","±100ppm/℃"
"C245996","RC0603FR-07681KL","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C245996.html","0603","Tape & Reel (TR)","Thick Film Resistor","681kΩ","±1%","75V","100mW","±100ppm/℃"
"C185400","RC0402FR-076K65L","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C185400.html","0402","Tape & Reel (TR)","Thick Film Resistor","6.65kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185385","RC0402FR-0793R1L","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C185385.html","0402","Tape & Reel (TR)","Thick Film Resistor","93.1Ω","±1%","50V","62.5mW","±100ppm/℃"
"C185321","RC0603FR-0754K9L","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C185321.html","0603","Tape & Reel (TR)","Thick Film Resistor","54.9kΩ","±1%","75V","100mW","±100ppm/℃"
"C163464","RC0402FR-073M01L","YAGEO","300","100","100","https://www.lcsc.com/product-detail/C163464.html","0402","Tape & Reel (TR)","Thick Film Resistor","3.01MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C483236","RC0805FR-078M25L","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C483236.html","0805","Tape & Reel (TR)","Thick Film Resistor","8.25MΩ","±1%","150V","125mW","±100ppm/℃"
"C483206","RC0805FR-0761R9L","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C483206.html","0805","Tape & Reel (TR)","Thick Film Resistor","61.9Ω","±1%","150V","125mW","±100ppm/℃"
"C482995","RC0805FR-0710R2L","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C482995.html","0805","Tape & Reel (TR)","Thick Film Resistor","10.2Ω","±1%","150V","125mW","±100ppm/℃"
"C482779","RC0603FR-07182RL","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C482779.html","0603","Tape & Reel (TR)","Thick Film Resistor","182Ω","±1%","75V","100mW","±100ppm/℃"
"C477805","RC0402FR-07825KL","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C477805.html","0402","Tape & Reel (TR)","Thick Film Resistor","825kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477609","RC0402FR-0713R7L","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C477609.html","0402","Tape & Reel (TR)","Thick Film Resistor","13.7Ω","±1%","50V","62.5mW","±100ppm/℃"
"C354261","RC0805FR-07274KL","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C354261.html","0805","Tape & Reel (TR)","Thick Film Resistor","274kΩ","±1%","150V","125mW","±100ppm/℃"
"C327319","RC0402FR-079K31L","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C327319.html","0402","Tape & Reel (TR)","Thick Film Resistor","9.31kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C274012","RC0805FR-0711R3L","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C274012.html","0805","Tape & Reel (TR)","Thick Film Resistor","11.3Ω","±1%","150V","125mW","±100ppm/℃"
"C273852","RC0805FR-07806KL","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C273852.html","0805","Tape & Reel (TR)","Thick Film Resistor","806kΩ","±1%","150V","125mW","±100ppm/℃"
"C273828","RC0805FR-07665RL","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C273828.html","0805","Tape & Reel (TR)","Thick Film Resistor","665Ω","±1%","150V","125mW","±100ppm/℃"
"C273757","RC0603FR-07205RL","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C273757.html","0603","Tape & Reel (TR)","Thick Film Resistor","205Ω","±1%","75V","100mW","±100ppm/℃"
"C273723","RC0402FR-0718R2L","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C273723.html","0402","Tape & Reel (TR)","Thick Film Resistor","18.2Ω","±1%","50V","62.5mW","±100ppm/℃"
"C245999","RC0603FR-07698RL","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C245999.html","0603","Tape & Reel (TR)","Thick Film Resistor","698Ω","±1%","75V","100mW","±100ppm/℃"
"C137520","RC0805FR-07475RL","YAGEO","200","100","100","https://www.lcsc.com/product-detail/C137520.html","0805","Tape & Reel (TR)","Thick Film Resistor","475Ω","±1%","150V","125mW","±100ppm/℃"
"C245923","RC0603FR-0718R7L","YAGEO","150","50","50","https://www.lcsc.com/product-detail/C245923.html","0603","Tape & Reel (TR)","Thick Film Resistor","18.7Ω","±1%","75V","100mW","±100ppm/℃"
"C483207","RC0805FR-07619KL","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C483207.html","0805","Tape & Reel (TR)","Thick Film Resistor","619kΩ","±1%","","125mW","±100ppm/℃"
"C483194","RC0805FR-076M34L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C483194.html","0805","Tape & Reel (TR)","Thick Film Resistor","6.34MΩ","±1%","150V","125mW","±100ppm/℃"
"C483053","RC0805FR-072M67L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C483053.html","0805","Tape & Reel (TR)","Thick Film Resistor","2.67MΩ","±1%","150V","125mW","±100ppm/℃"
"C483030","RC0805FR-072M05L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C483030.html","0805","Tape & Reel (TR)","Thick Film Resistor","2.05MΩ","±1%","150V","125mW","±100ppm/℃"
"C483011","RC0805FR-0714R7L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C483011.html","0805","Tape & Reel (TR)","Thick Film Resistor","14.7Ω","±1%","150V","125mW","±100ppm/℃"
"C482999","RC0805FR-07107RL","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C482999.html","0805","Tape & Reel (TR)","Thick Film Resistor","107Ω","±1%","150V","125mW","±100ppm/℃"
"C482983","RC0805FR-071M78L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C482983.html","0805","Tape & Reel (TR)","Thick Film Resistor","1.78MΩ","±1%","150V","125mW","±100ppm/℃"
"C482934","RC0603FR-079M53L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C482934.html","0603","Tape & Reel (TR)","Thick Film Resistor","9.53MΩ","±1%","75V","100mW","±100ppm/℃"
"C482772","RC0603FR-0713R7L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C482772.html","0603","Tape & Reel (TR)","Thick Film Resistor","13.7Ω","±1%","75V","100mW","±100ppm/℃"
"C482616","RC0603FR-071M15L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C482616.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.15MΩ","±1%","75V","100mW","±100ppm/℃"
"C477803","RC0402FR-078M87L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C477803.html","0402","Tape & Reel (TR)","Thick Film Resistor","8.87MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477749","RC0402FR-075M36L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C477749.html","0402","Tape & Reel (TR)","Thick Film Resistor","5.36MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477731","RC0402FR-074M64L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C477731.html","0402","Tape & Reel (TR)","Thick Film Resistor","4.64MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477676","RC0402FR-0723R2L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C477676.html","0402","Tape & Reel (TR)","Thick Film Resistor","23.2Ω","±1%","50V","62.5mW","±100ppm/℃"
"C477631","RC0402FR-07196KL","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C477631.html","0402","Tape & Reel (TR)","Thick Film Resistor","196kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477604","RC0402FR-0711R3L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C477604.html","0402","Tape & Reel (TR)","Thick Film Resistor","11.3Ω","±1%","50V","62.5mW","±100ppm/℃"
"C327360","RC0402FR-07267KL","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C327360.html","0402","Tape & Reel (TR)","Thick Film Resistor","267kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C327344","RC0402FR-0741R2L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C327344.html","0402","Tape & Reel (TR)","Thick Film Resistor","41.2Ω","±1%","50V","62.5mW","±100ppm/℃"
"C274009","RC0805FR-075K23L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C274009.html","0805","Tape & Reel (TR)","Thick Film Resistor","5.23kΩ","±1%","150V","125mW","±100ppm/℃"
"C273957","RC0805FR-0734KL","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C273957.html","0805","Tape & Reel (TR)","Thick Film Resistor","34kΩ","±1%","150V","125mW","±100ppm/℃"
"C245995","RC0603FR-0766R5L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C245995.html","0603","Tape & Reel (TR)","Thick Film Resistor","66.5Ω","±1%","75V","100mW","±100ppm/℃"
"C245954","RC0603FR-0732R4L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C245954.html","0603","Tape & Reel (TR)","Thick Film Resistor","32.4Ω","±1%","75V","100mW","±100ppm/℃"
"C245939","RC0603FR-0723R2L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C245939.html","0603","Tape & Reel (TR)","Thick Film Resistor","23.2Ω","±1%","75V","100mW","±100ppm/℃"
"C245931","RC0603FR-071M3L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C245931.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.3MΩ","±1%","75V","100mW","±100ppm/℃"
"C185444","RC0402FR-07210RL","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C185444.html","0402","Tape & Reel (TR)","Thick Film Resistor","210Ω","±1%","50V","62.5mW","±100ppm/℃"
"C185437","RC0402FR-07261KL","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C185437.html","0402","Tape & Reel (TR)","Thick Film Resistor","261kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185366","RC0603FR-07178KL","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C185366.html","0603","Tape & Reel (TR)","Thick Film Resistor","178kΩ","±1%","75V","100mW","±100ppm/℃"
"C185320","RC0603FR-0754R9L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C185320.html","0603","Tape & Reel (TR)","Thick Film Resistor","54.9Ω","±1%","75V","100mW","±100ppm/℃"
"C173754","RC0603FR-0719K1L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C173754.html","0603","Tape & Reel (TR)","Thick Film Resistor","19.1kΩ","±1%","75V","100mW","±100ppm/℃"
"C137982","RC0402FR-07432KL","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C137982.html","0402","Tape & Reel (TR)","Thick Film Resistor","432kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137763","RC0603FR-07249KL","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C137763.html","0603","Tape & Reel (TR)","Thick Film Resistor","249kΩ","±1%","75V","100mW","±100ppm/℃"
"C137718","RC0603FR-07464KL","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C137718.html","0603","Tape & Reel (TR)","Thick Film Resistor","464kΩ","±1%","75V","100mW","±100ppm/℃"
"C137666","RC0603FR-079K31L","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C137666.html","0603","Tape & Reel (TR)","Thick Film Resistor","9.31kΩ","±1%","75V","100mW","±100ppm/℃"
"C137500","RC0805FR-07665KL","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C137500.html","0805","Tape & Reel (TR)","Thick Film Resistor","665kΩ","±1%","150V","125mW","±100ppm/℃"
"C114615","RC0603FR-072ML","YAGEO","100","100","100","https://www.lcsc.com/product-detail/C114615.html","0603","Tape & Reel (TR)","Thick Film Resistor","2MΩ","±1%","75V","100mW","±100ppm/℃"
"C482872","RC0603FR-075M11L","YAGEO","50","50","50","https://www.lcsc.com/product-detail/C482872.html","0603","Tape & Reel (TR)","Thick Film Resistor","5.11MΩ","±1%","75V","100mW","±100ppm/℃"
"C273883","RC0805FR-07158RL","YAGEO","50","50","50","https://www.lcsc.com/product-detail/C273883.html","0805","Tape & Reel (TR)","Thick Film Resistor","158Ω","±1%","150V","125mW","±100ppm/℃"
"C273949","RC0805FR-07187RL","YAGEO","20","20","20","https://www.lcsc.com/product-detail/C273949.html","0805","Tape & Reel (TR)","Thick Film Resistor","187Ω","±1%","150V","125mW","±100ppm/℃"
